voice day 1;voice day 2;voice day 3;voice day 4;voice day 5;voice day 6
1249;1149;1653;1203;1170;1034
0;1;3;3;3;0
17;9;5;0;18;4
1;1;1;1;1;1
35;120;198;170;203;346
137;154;74;75;92;169
5;2;0;0;0;2
28;49;23;69;10;21
358;378;745;612;462;658
0;7;3;2;0;2
62;68;42;25;37;109
2;2;90;16;2;28
11;58;100;38;50;67
37;15;26;6;9;37
15;11;21;48;17;25
316;462;320;277;101;360
0;3;0;1;1;9
633;307;404;421;552;538
12;1;4;9;17;6
24;5;5;32;12;17
37;43;7;34;15;9
318;551;145;309;267;272
3;14;36;29;45;27
43;8;34;11;9;1
1;2;1;5;0;2
6;2;0;24;4;0
9;13;11;16;12;10
1;1;1;1;1;1
152;60;57;93;53;31
6;3;1;12;9;8
42;45;89;29;37;58
457;699;531;737;553;552
0;1;0;1;1;1
752;518;481;493;480;595
158;194;108;132;150;106
119;158;449;129;57;88
172;61;111;158;39;206
9;5;7;10;4;9
5;5;26;35;13;45
219;170;71;271;137;191
3;5;6;1;2;4
196;52;84;60;75;171
1;0;1;1;1;1
871;1164;1332;1355;663;1040
316;365;391;520;213;230
1;4;5;6;1;6
95;66;127;83;27;137
90;76;191;123;118;154
35;80;12;29;49;25
0;1;0;2;0;2
39;13;17;25;27;43
243;549;325;333;476;258
12;5;7;38;23;3
58;89;39;41;37;51
1;1;3;0;2;0
42;140;93;48;45;22
163;752;377;171;391;225
3;2;2;2;2;2
172;131;128;118;108;105
5;1;3;2;3;5
489;442;410;278;224;459
358;473;559;254;191;434
396;221;298;463;323;370
225;212;186;198;204;128
334;222;198;294;184;448
248;204;473;163;364;279
10;10;2;8;9;7
578;404;394;766;422;837
12;58;43;49;37;93
2597;2064;2140;2512;2189;2215
24;63;7;63;68;35
32;20;47;50;16;30
40;35;48;7;87;24
150;118;86;171;152;126
1486;1216;1692;1442;1470;1005
451;503;448;650;497;491
5;0;19;21;10;12
15;8;19;8;11;17
560;577;870;877;573;542
96;230;109;136;119;157
841;906;534;560;524;374
30;11;2;8;25;22
161;105;62;109;57;126
4;2;0;20;0;1
38;9;27;73;13;33
411;521;429;731;535;400
16;4;7;5;3;285
41;61;33;27;22;17
896;418;807;727;1304;906
142;100;129;88;42;79
7;2;1;0;0;6
102;142;87;97;139;46
78;56;84;75;64;65
6;13;11;5;3;6
10;5;2;19;21;18
3;1;2;23;5;8
27;28;15;39;9;20
16;45;10;47;23;56
375;260;519;333;144;224
812;729;573;643;625;739
133;40;82;61;89;147
220;174;398;400;424;216
207;377;264;137;224;226
0;0;0;1;0;2
1;0;0;0;0;0
7;6;4;7;4;3
7;68;31;54;35;48
200;244;167;70;210;244
66;97;75;76;55;70
134;66;15;74;78;89
0;0;2;1;0;0
1;1;1;1;1;1
0;1;6;1;0;2
1;0;1;0;1;4
23;53;55;45;84;33
651;319;628;496;636;625
259;372;363;100;232;276
1;1;3;3;1;2
8;18;15;0;2;14
202;169;47;200;112;153
2;2;0;3;2;1
1;1;1;1;1;1
300;451;413;588;580;615
60;101;123;198;80;137
19;27;11;14;7;18
3;10;1;10;1;6
4;16;15;5;3;5
4;4;3;1;4;7
320;371;369;382;281;343
295;231;489;532;408;248
43;17;18;36;13;24
306;241;165;323;143;424
8;8;4;2;7;0
2;4;4;4;6;6
264;183;176;365;352;196
1;6;5;0;1;2
8;3;0;3;0;1
2;30;1;23;40;4
63;58;37;80;70;89
0;0;0;10;0;4
0;4;3;1;2;4
84;91;62;88;77;56
1;1;1;1;1;1
41;39;39;45;19;85
28;11;12;0;142;21
7;5;2;8;4;7
1;1;1;1;1;1
4;4;22;7;2;7
7;15;3;9;432;5
67;210;210;134;113;164
48;13;57;47;41;59
2;2;1;1;12;4
36;148;105;103;80;11
1;2;2;9;4;3
53;49;57;54;47;53
3;7;6;17;15;17
1;0;0;0;0;1
0;155;0;1;23;66
0;1;0;0;0;0
0;1;0;0;0;0
16;5;18;6;20;11
1;13;26;0;9;8
16;7;137;30;29;9
49;76;60;51;60;114
1;1;1;1;1;1
3;6;0;1;1;0
1;0;0;3;0;0
1;2;0;0;3;1
20;16;42;25;49;39
17;3;12;47;8;6
33;0;17;4;24;6
219;146;241;194;161;289
2;0;0;0;1;0
0;1;0;0;0;2
392;214;109;398;187;225
1;1;1;1;1;1
0;0;1;0;1;1
2;1;1;4;0;1
28;28;1;2;33;37
40;16;105;96;127;141
85;44;75;100;58;76
177;59;55;162;63;117
108;187;152;94;103;153
11;13;14;11;40;22
0;1;1;1;1;0
48;31;44;63;91;39
147;228;236;124;145;234
44;39;18;48;63;66
7;18;24;37;25;14
86;131;267;162;182;199
5;8;4;2;3;1
11;1;17;17;17;72
78;49;40;18;35;39
10;3;23;0;1;0
129;104;212;226;197;237
3;10;5;5;4;6
11;10;4;16;4;5
262;137;214;137;184;121
34;35;61;61;32;27
44;45;78;32;41;27
3;4;1;2;1;2
0;3;4;3;1;3
6;3;5;4;1;1
7;5;1;1;0;0
2;29;20;10;5;10
9;32;6;10;25;6
33;143;3;272;44;0
1;0;2;0;1;0
3;3;12;0;0;6
2;3;3;3;12;2
2790;2104;1666;1921;2350;1867
1067;788;1059;1027;1050;614
183;167;179;99;135;118
51;53;64;31;16;55
17;25;1;14;18;16
9;12;21;65;27;80
889;1134;852;863;1251;1106
517;675;613;770;856;884
56;4;8;27;12;27
29;138;16;42;5;26
0;8;1;0;4;13
1;17;15;6;11;8
54;89;28;66;78;50
14;13;34;9;12;19
2;13;10;6;14;6
78;7;74;114;27;29
8;43;9;250;128;82
329;320;217;229;300;397
3;1;8;2;1;2
63;88;19;65;19;78
1;27;1;0;10;0
136;123;83;31;44;88
3;1;2;1;2;2
55;88;43;163;105;28
1;0;0;0;1;0
2;1;3;1;1;1
207;115;148;88;198;252
39;17;14;39;37;14
5;3;2;3;3;0
25;32;97;34;32;24
0;29;11;14;16;43
268;258;142;143;148;243
29;26;27;64;42;19
277;211;304;188;201;166
1;0;1;1;1;1
33;101;33;51;89;101
16;2;26;18;2;3
1;1;5;2;8;2
2;3;1;1;2;1
7;20;4;12;10;7
133;192;61;24;134;20
0;0;2;1;1;4
62;73;191;66;41;51
6;1;7;4;0;3
35;24;17;16;17;47
815;855;936;707;818;641
1149;1115;999;1623;1191;877
2;2;1;1;1;1
1;1;1;0;4;0
11;4;3;2;5;4
1;1;1;0;1;1
0;4;2;1;5;0
4;7;8;6;30;8
10;6;39;9;17;8
4;4;3;4;7;3
51;52;32;47;58;58
1;1;2;2;2;1
117;43;76;54;37;64
129;154;142;182;152;153
1;1;3;3;3;3
1;1;0;1;1;1
66;24;13;8;59;170
2;9;35;7;24;8
1;2;11;8;4;3
0;2;1;0;0;0
332;207;49;81;73;202
20;9;16;26;38;28
1;0;0;0;0;0
10;59;30;35;25;15
217;118;226;87;225;169
0;18;1;1;23;0
27;16;18;49;12;33
1;1;1;1;1;1
1497;1781;1531;1556;1778;1490
8;16;16;5;16;4
33;26;116;6;82;0
4;1;2;1;0;6
39;13;9;14;0;206
0;2;1;4;5;4
13;5;3;0;2;7
90;45;44;70;81;39
8;9;12;4;17;20
41;123;107;48;70;47
3;6;8;15;6;6
3;11;10;8;7;13
7;12;23;19;15;11
2;6;5;2;3;3
9;20;8;19;3;2
693;847;1102;614;957;585
5;2;5;7;7;1
27;5;26;16;41;34
0;1;0;1;289;0
29;25;10;13;6;8
188;188;59;173;318;203
30;58;48;2;6;10
7;5;0;11;7;4
88;66;180;235;151;84
1460;1070;1757;1297;1803;1863
391;517;595;309;270;323
32;10;16;32;37;16
3;0;0;0;0;1
226;325;198;126;409;253
1;66;0;0;0;0
4;0;5;0;4;5
3;3;5;21;3;9
318;63;407;298;429;311
146;94;294;69;319;68
63;76;47;37;149;72
3;1;2;11;10;0
74;37;95;78;29;107
0;1;1;0;1;2
43;27;11;39;18;17
17;7;6;18;1;16
1;0;0;1;0;0
263;118;227;382;533;419
1034;795;940;649;894;670
54;115;87;119;102;142
107;48;102;71;101;117
0;1;0;3;0;0
74;247;288;125;180;219
6;1;1;9;114;4
10;49;10;73;70;33
9;12;28;22;33;62
0;0;1;1;1;1
15;15;35;23;52;13
1725;1357;1210;1276;1127;1269
266;195;249;236;298;455
374;430;560;426;482;377
412;193;276;431;190;199
140;225;327;66;155;133
590;701;524;358;325;466
0;3;1;2;1;0
1;1;1;1;1;2
3;0;1;0;1;2
60;11;21;9;23;14
5;2;5;13;12;0
184;261;324;84;197;487
45;18;2;17;7;8
755;356;774;538;711;647
84;10;15;99;64;24
0;6;17;7;5;8
19;6;24;14;28;9
366;403;518;554;433;349
19;22;27;12;44;66
539;390;950;530;517;680
1;1;0;10;8;4
5;5;8;5;8;1
11;6;0;12;1;4
1;1;1;1;1;1
3;3;2;2;3;1
1610;20;65;100;48;43
42;41;32;14;29;23
14;0;5;5;0;0
2;3;5;1;2;5
50;6;23;0;24;20
547;264;403;380;529;527
0;1;1;0;1;0
6;14;17;20;10;29
6;0;4;2;1;4
0;0;1;1;1;0
0;0;2;5;2;2
22;19;10;5;9;12
10;3;1;2;3;0
954;903;1311;1099;1249;977
5;2;14;3;3;6
4;3;4;9;2;6
8;72;29;37;35;43
1;1;0;0;0;0
410;423;135;269;151;376
17;3;17;29;15;10
173;106;144;226;199;189
555;263;302;424;302;330
1;0;0;1;0;0
25;21;23;21;34;61
92;47;38;103;156;110
12;15;14;4;6;13
328;258;306;407;596;238
1;1;0;0;1;0
11;7;20;11;14;31
8;8;9;8;30;32
56;17;24;87;19;65
4;37;24;16;41;26
0;0;0;4;11;7
183;151;251;156;163;129
1392;1357;2043;1707;1442;1516
38;60;1;20;81;177
117;156;136;103;125;222
9;5;8;3;2;3
191;44;110;297;169;144
409;458;342;428;236;311
8;23;11;8;27;8
7;2;4;8;3;21
121;64;139;116;103;111
0;0;2;6;1;0
0;1;0;1;1;0
276;250;371;230;150;381
1;1;1;1;1;1
1;1;1;3;39;2
18;27;27;7;22;77
1029;408;442;939;685;470
169;256;119;257;105;145
3;7;10;12;16;5
17;7;22;12;28;10
807;575;508;379;669;428
80;40;19;6;35;56
288;1;1;9;5;3
17;2;0;5;10;3
30;56;18;19;32;15
0;16;8;0;0;8
2;12;2;19;14;3
29;19;2;8;1;0
2;1;4;4;11;3
89;73;108;173;99;16
15;20;34;27;29;61
1;2;1;1;1;1
9;6;13;13;10;10
2;2;1;2;2;2
7;9;26;11;2;12
1;7;1;0;1;5
129;175;264;255;88;158
3;7;2;6;2;6
87;66;14;66;87;59
481;266;371;314;318;601
2;0;9;26;20;14
19;26;1;35;19;47
293;503;319;361;561;456
5;4;2;0;2;5
19;27;14;5;2;14
2;2;1;2;2;1
1;1;1;1;1;1
0;2;0;0;2;0
3;2;2;2;2;2
0;0;0;6;0;0
3;3;0;1;1;0
3;0;2;4;3;1
1786;1716;882;1137;1037;1423
25;13;10;11;5;0
8;1;5;1;5;3
20;27;15;13;18;29
3;0;1;4;1;0
15;10;6;8;12;1
1;1;1;1;1;1
166;48;24;106;74;73
10;36;23;25;27;0
4;20;19;1;0;3
2;4;8;11;3;3
15;64;26;22;13;43
16;1;1;1;2;1
71;50;2;48;4;6
1705;1551;1575;1805;2030;2033
1;0;0;27;0;0
293;347;334;339;290;125
2;5;4;5;19;3
1;0;0;1;1;1
8;7;9;4;4;7
197;206;287;214;210;200
24;10;17;19;20;6
137;197;136;160;232;205
12;8;10;7;24;17
89;85;2;77;44;43
59;59;51;74;52;39
0;0;1;3;1;1
345;321;316;172;445;433
3;6;2;6;1;2
1;1;0;1;1;14
71;30;76;29;72;113
434;516;517;535;353;323
633;474;561;305;626;526
1;5;6;7;6;2
565;739;450;1181;608;720
11;8;1;6;1;4
59;101;19;141;19;11
12;7;9;4;25;13
112;90;80;122;55;129
22;1;0;6;0;0
757;738;800;743;585;614
3;1;1;1;1;2
6;6;8;5;1;6
62;52;94;63;97;11
228;260;455;546;292;375
2;2;6;2;2;2
0;2;2;1;0;2
1007;776;3170;1083;1053;1017
2;1;1;2;2;1
1;3;2;2;4;1
28;36;32;30;53;34
242;216;325;297;219;212
921;1245;962;652;810;871
0;0;0;2;1;0
946;791;425;627;643;639
33;28;24;3;3;13
39;32;74;38;75;51
0;14;18;16;96;1
333;374;236;461;383;595
2;2;2;1;4;6
193;107;213;127;83;97
3;3;1;4;4;2
2;2;6;2;3;3
2;2;1;1;2;2
1123;2014;1471;1775;1664;1542
36;42;12;15;41;43
12;16;13;2;12;20
0;1;1;1;1;1
1;1;0;1;0;0
93;87;60;10;51;15
4;2;1;3;9;5
95;126;34;53;65;83
150;75;120;97;103;137
49;0;0;18;94;9
1;4;10;0;1;4
5;12;7;8;5;11
2;6;3;1;12;4
5;4;6;9;5;13
1;1;2;1;1;2
16;3;14;7;6;11
451;384;422;425;300;247
7;6;8;11;6;5
40;46;41;26;52;118
1;2;2;1;1;1
25;26;18;25;27;19
125;335;252;122;220;242
620;511;789;459;279;422
7;0;3;7;0;1
424;443;482;282;419;183
60;6;6;1;51;14
104;132;10;93;78;251
2;2;2;0;1;2
1025;1521;1822;1338;912;1427
0;0;0;0;0;0
241;323;476;399;464;392
32;24;35;13;15;27
30;18;13;23;32;1
428;332;296;257;380;455
616;625;796;337;503;522
2;2;1;3;2;3
32;46;32;40;69;75
6;11;12;16;17;364
272;187;451;492;298;328
22;15;22;24;21;29
1316;760;1228;868;616;855
5;12;5;16;5;11
1;9;9;1;29;2
239;290;225;337;186;200
7;7;11;3;8;14
0;2;0;1;0;0
140;120;33;121;82;47
124;199;91;36;209;283
2;4;0;0;1;0
150;133;168;198;71;138
52;84;48;29;32;12
223;226;338;247;232;506
93;111;94;162;65;74
27;65;57;40;58;37
401;131;425;212;394;323
264;215;115;334;223;79
36;142;187;816;51;140
4;21;17;15;2;27
1;10;21;2;13;4
46;27;112;54;49;53
514;678;727;296;519;578
15;43;46;32;24;34
1;0;0;0;0;0
36;45;41;13;57;24
4;6;6;2;5;5
121;262;144;168;153;42
1;1;1;1;1;1
2;1;1;2;1;1
524;452;434;161;291;568
391;470;387;495;205;283
17;37;28;22;42;3
651;516;403;567;663;695
0;2;0;0;1;2
43;12;3;31;30;20
4;3;1;0;0;0
1;2;2;1;1;1
9;8;0;0;1;5
0;0;0;4;0;0
0;1;1;1;2;1
4;13;6;17;4;2
5;4;2;6;3;2
243;405;307;495;618;443
198;165;73;342;143;223
1;2;1;10;5;3
13;11;20;7;35;52
101;110;57;68;29;601
338;679;475;401;483;398
123;194;114;84;128;85
2;0;0;0;1;1
70;24;96;80;39;51
2;2;2;0;2;3
520;559;1062;401;835;462
420;298;346;303;419;406
2356;1699;1595;1726;1775;2194
51;98;185;176;87;172
1;1;1;1;1;1
1;1;1;1;1;1
58;85;82;41;47;45
57;5;6;33;47;9
21;1;23;11;1;35
105;149;57;123;106;50
2;0;0;0;0;1
13;3;5;6;3;2
1;3;9;2;5;7
5;8;0;10;14;0
2892;3400;2514;2667;3084;3754
1;14;0;1;11;26
154;70;84;129;60;99
590;899;498;1008;711;636
1;1;1;1;1;1
109;96;127;115;160;104
15;14;0;5;8;7
83;60;52;55;110;119
0;1;1;1;3;0
88;46;40;28;48;26
293;249;241;307;418;204
54;120;64;181;90;129
2;133;131;75;13;8
38;16;15;26;34;17
7;0;5;7;9;11
38;55;88;93;66;28
97;132;74;77;68;65
5;5;1;2;4;3
2;1;1;3;3;2
91;4;148;8;129;4
1;4;1;3;3;1
12;10;37;21;20;0
7;3;10;24;7;13
2;6;6;0;9;3
5;2;1;8;23;5
109;58;12;36;56;40
7;14;6;2;32;10
197;343;255;299;265;260
0;4;0;0;0;0
1;1;1;1;1;1
2150;2439;2783;2573;2528;2933
28;9;57;24;25;16
37;30;54;19;32;64
21;49;37;53;12;18
4;1;4;2;3;1
1;1;1;1;1;1
10;26;8;2;10;21
378;1433;381;435;240;317
5;15;8;13;8;20
0;0;2;6;5;0
0;13;0;22;6;73
0;1;0;3;0;1
12;2;0;9;7;7
96;168;158;87;131;122
106;94;118;192;323;78
145;346;354;299;235;346
455;590;377;559;543;371
5;2;0;1;34;0
8;2;0;13;1;0
29;142;254;178;275;241
80;98;105;130;82;217
4;0;6;3;0;0
539;929;901;964;721;567
4;2;5;3;5;10
61;92;35;49;64;82
6;1;2;23;3;7
10;3;1;13;14;28
3;12;2;4;0;11
30;62;68;6;22;50
151;115;259;59;99;291
1;30;7;17;0;1
178;526;265;272;225;311
1;72;2;28;24;11
3;2;2;2;0;1
4;1;2;4;3;0
26;1;0;8;8;8
165;123;215;112;189;105
15;17;10;2;7;18
4;41;9;1;16;3
7;22;17;23;34;44
1;2;0;0;1;1
407;608;278;511;529;469
20;8;14;43;31;26
712;1223;1018;382;744;890
52;68;22;27;6;25
8;2;3;11;2;2
5;15;3;10;3;32
0;2;2;0;0;1
0;0;1;0;1;1
109;181;217;171;145;75
1;1;1;1;1;1
3;0;2;0;3;11
7;21;0;2;3;8
1;1;1;3;2;1
229;468;289;405;286;213
10;2;40;19;12;5
3;8;0;2;7;3
1;1;1;1;1;1
34;13;5;0;4;6
28;21;29;2;11;5
44;166;154;58;4;90
2;0;0;1;0;1
70;121;82;34;73;65
227;487;277;232;251;261
0;1;8;2;1;1
12;52;59;67;56;28
187;608;788;866;823;634
1;1;1;1;1;1
598;699;863;662;558;603
26;24;21;20;47;35
67;13;55;25;35;22
12;3;0;1;4;3
248;243;256;354;204;2504
5;14;17;4;21;14
5;7;11;4;2;12
1;75;19;6;12;14
0;0;0;0;0;2
0;0;0;1;1;1
1663;1083;2338;2189;1876;1377
11;11;7;7;15;3
157;78;86;150;76;106
5;5;11;4;2;2
2;1;0;1;0;0
0;0;0;0;1;0
516;994;452;518;597;330
1;1;1;1;1;1
210;198;198;223;199;457
39;227;235;192;170;137
582;650;539;821;505;884
3375;3345;3635;3378;3558;3366
282;167;7728;232;193;250
60;81;131;55;112;189
11;19;15;24;25;10
2;1;4;1;0;0
147;192;58;119;189;210
26;11;44;652;26;10
2;1;3;4;1;2
32;9;47;45;50;14
0;0;0;2;0;0
455;267;195;257;313;349
1;17;15;35;8;15
4;43;13;4;15;8
2;2;2;3;1;2
126;37;143;134;110;23
1087;1088;1572;1063;760;1128
6;7;0;2;2;2
3;4;2;2;2;1
337;218;223;231;257;228
732;598;589;578;705;451
328;104;74;131;179;229
100;324;347;179;226;108
9;10;13;5;3;27
5;14;2;7;8;41
48;80;70;37;57;112
6;2;2;1;6;3
21;13;6;4;17;8
2;24;8;6;9;5
38;49;54;145;70;84
0;56;6;1;0;1
0;14;2;4;1;0
186;86;107;59;61;64
2;1;0;1;1;1
1421;1513;1896;1737;1461;1844
112;202;198;262;291;464
790;812;622;830;840;695
1;2;3;1;4;5
16;22;61;2;18;15
414;379;453;341;571;347
9;39;34;18;1;60
3;26;13;12;23;78
93;94;71;101;72;85
36;64;66;39;45;50
86;96;90;91;79;58
17;1;37;24;3;12
328;3158;666;236;324;353
233;591;406;510;403;459
114;201;314;216;201;208
28;23;57;95;92;44
18;32;26;27;11;17
0;0;0;1;2;2
29;10;26;32;56;23
81;49;30;2;27;41
4;3;3;3;4;1
69;5;48;33;405;150
23;16;52;28;102;37
1;1;1;1;1;1
605;404;320;408;346;425
252;159;89;114;165;169
307;303;162;378;211;284
4;1;0;0;0;0
7;6;7;4;5;7
24;27;10;28;28;27
8;1;11;4;11;10
2;0;3;10;0;7
0;0;0;17;7;4
293;811;473;389;553;744
91;150;247;146;182;193
13;2;3;1;1;3
34;43;75;81;7;32
282;161;329;289;171;231
134;169;132;102;116;104
646;636;638;933;569;684
6;7;5;2;2;3
1;1;1;1;1;2
16;3;19;9;6;1
474;770;530;451;934;781
410;230;189;200;252;228
4;2;2;2;2;2
54;45;14;52;32;11
2;0;0;0;0;0
125;96;67;111;94;141
7;35;15;8;9;8
25;32;20;172;68;5
6;12;5;14;8;16
95;0;0;31;15;1
8;9;5;1;2;0
23;11;32;33;29;11
6;4;3;9;13;4
2405;2006;1967;2449;2023;2039
185;233;142;206;148;269
75;45;41;147;90;66
0;2;0;1;0;0
42;77;33;44;45;34
114;162;77;117;171;70
1;3;1;0;26;0
0;0;2;7;0;1
13;25;14;20;1;29
9;27;15;5;14;40
265;238;320;204;214;89
36;0;0;5;2;4
44;38;46;50;37;30
114;252;288;134;172;246
80;103;64;33;44;36
1;1;1;1;1;1
3;2;2;3;1;2
42;41;14;34;32;130
393;367;270;301;438;400
1;4;1;7;1;4
7;19;19;13;61;5
31;49;31;30;53;63
144;114;47;85;53;99
73;54;109;12;156;59
245;194;242;192;111;202
25;60;63;43;42;37
310;206;273;302;287;349
1;1;1;1;1;1
56;148;93;80;75;25
0;0;1;1;0;0
131;91;132;85;86;66
10;36;6;13;6;7
1;7;521;0;1;5
10;3;3;13;3;3
1;0;7;4;1;0
59;119;82;51;54;175
92;228;90;83;138;170
3;3;4;1;1;3
221;89;111;154;178;88
3;2;3;2;2;1
33;53;47;24;45;79
0;0;2;55;6;13
6;2;1;6;4;6
452;478;488;534;340;628
265;441;541;349;613;445
4;2;9;10;12;3
56;26;30;40;9;5
5;1;1;1;2;1
1;3;6;6;0;9
252;342;576;385;478;594
200;131;275;267;124;162
0;1;3;4;0;0
5;3;15;13;19;3
1;1;1;1;1;1
1052;927;528;907;706;710
773;770;719;682;1059;719
2225;2179;2102;1778;2264;2133
0;1;2;1;0;2
153;264;176;121;174;140
704;904;1308;845;739;1076
43;103;93;98;28;142
9;4;6;11;10;7
48;41;203;62;49;77
890;455;402;601;334;633
65;31;68;48;32;52
27;19;11;5;12;47
642;532;800;818;655;742
0;0;0;0;0;0
1249;1696;1492;464;1641;1391
1;5;37;0;8;0
39;200;91;126;82;73
20;44;50;19;17;45
2;0;0;0;2;0
143;150;93;126;161;66
78;109;48;97;30;83
0;2;0;0;2;0
0;0;0;19;38;2
0;0;1;0;3;2
84;209;93;122;84;36
1692;60;93;67;77;53
347;230;306;296;283;190
593;520;169;601;650;594
2;0;1;0;4;11
1;3;1;4;2;3
27;9;33;56;14;45
304;198;180;216;59;203
3;13;42;13;27;2
0;1;1;1;1;1
128;56;74;27;57;55
51;46;39;56;56;44
55;60;76;76;44;109
0;0;1;1;0;2
7;7;3;13;2;2
15;23;8;11;15;9
1756;1449;2110;2264;1758;1730
283;612;243;223;300;203
36;43;30;117;125;122
51;20;14;11;19;46
48;23;36;45;36;63
71;85;96;28;46;111
822;612;655;908;610;571
50;14;1;23;9;26
2;2;1;7;3;4
0;1;1;2;0;0
7;3;12;12;5;17
2;2;1;2;1;1
79;141;124;126;297;92
99;152;20;157;542;18
0;1;1;1;10;0
1620;2526;2162;2433;2002;873
10441;8015;3181;8460;8958;9776
308;519;562;396;263;377
1;0;0;0;0;2
15;5;13;1;46;6
29;2;16;40;28;16
6;5;9;2;3;7
2;2;2;2;1;3
808;418;580;707;387;453
87;16;21;32;18;51
262;350;310;414;340;459
8;3;7;10;6;6
135;67;64;96;53;103
237;280;290;195;193;421
541;501;308;286;350;231
0;0;0;2065;13;16
12;6;7;20;4;14
1;1;1;2;2;1
13;59;170;143;72;1
13;8;0;2;6;0
60;21;43;43;25;9
11;12;6;34;5;2
15;14;0;30;27;17
2;4;2;2;0;2
7;8;11;8;2;8
38;68;46;32;40;32
69;55;173;156;99;115
652;808;1146;692;515;859
572;285;362;234;612;258
206;481;303;206;341;488
1;1;1;1;1;1
8;14;17;27;10;14
40;25;29;96;54;20
827;1574;1097;1288;1163;1313
10;0;11;1;1;53
42;38;7;54;23;58
2;2;1;6;3;2
57;5;13;31;43;57
483;9;5;254;0;36
1;1;1;1;0;0
22;10;8;7;10;34
2;2;2;1;2;3
1;1;1;1;1;0
19;11;28;16;22;9
8;39;132;96;83;24
0;1;2;0;0;0
365;316;169;204;463;172
15;6;38;5;31;36
24;16;25;25;2;9
24;43;113;29;113;23
365;573;461;279;277;417
203;366;209;340;371;281
24;12;18;21;8;8
1;1;1;27;1;0
3;270;0;3;7;5
193;222;239;170;181;239
859;640;887;1093;947;1014
90;174;97;88;112;49
0;0;0;1;5;0
419;338;391;427;324;267
392;203;162;240;193;322
5;2;1;2;1;3
231;206;126;130;209;344
150;1;99;193;217;135
1;1;1;1;1;1
40;34;3;9;22;32
4;5;4;3;2;1
79;120;59;76;39;108
41;1;12;0;91;0
118;88;103;156;53;48
41;51;79;74;30;6
108;27;142;26;33;79
490;334;309;464;272;277
1457;1716;1627;1722;1108;1795
32;71;129;203;19;88
1339;1445;1245;1269;1357;1101
1;0;0;3;1;4
159;107;125;195;145;39
164;274;194;192;102;407
252;353;193;136;127;201
334;364;352;404;210;391
0;1;1;0;0;1
0;1;0;1;2;1
26;28;36;61;37;51
6;12;24;17;2;3
325;356;561;330;538;404
26;37;44;29;20;65
32;8;8;14;11;19
44;13;21;41;116;34
86;44;70;80;25;150
2;2;2;2;1;2
6;27;23;24;21;17
126;138;53;73;68;40
58;72;64;35;56;127
2;11;6;8;2;4
1;0;2;3;0;0
5;8;2;5;3;3
267;467;413;412;429;268
209;158;246;201;188;265
124;28;40;37;29;26
57;26;68;13;32;68
0;0;1;1;0;0
5;2;3;9;2;6
3;0;6;23;2;6
1;0;1;0;0;0
50;1;1;1;0;1
49;61;78;91;26;113
1;2;1;3;3;0
2;5;7;3;1;2
23;50;81;31;94;31
37;7;29;47;9;30
39;48;50;21;18;47
272;369;298;225;172;236
283;288;262;230;117;182
1;23;17;16;11;21
9;11;5;23;39;44
126;100;81;224;76;242
40;76;36;63;47;121
274;317;180;307;200;148
24;8;39;16;29;2
1;47;21;0;0;1
29;165;50;30;94;104
10;9;5;8;8;8
1;1;2;1;1;1
15;34;30;69;34;65
1;1;1;1;1;1
0;0;0;0;0;0
34;33;33;27;41;30
75;70;119;148;50;27
983;1073;1060;863;1051;1110
0;40;202;27;60;23
28;14;34;12;48;65
76;52;139;152;139;76
431;144;260;312;300;224
1;1656;27;0;15;2
12;9;12;16;14;12
324;537;482;623;475;610
3;2;1;2;2;3
223;167;40;285;58;90
13;8;3;6;0;11
945;1590;1248;2462;1093;55
86;67;32;0;41;5
55;20;6;23;25;8
33;14;22;28;42;64
30;56;33;34;29;27
1;1;1;1;1;1
4;9;31;34;15;5
50;4;74;1;5;6
82;170;11;135;12;117
33;33;43;63;78;65
6;5;2;3;3;7
46;25;50;3;32;74
2;8;2;9;6;10
60;85;49;90;57;85
21;12;13;7;5;3
6;4;4;4;6;2
644;1072;417;764;786;739
143;95;178;303;266;165
3;4;3;7;5;3
56;139;114;153;130;1487
224;407;179;297;213;348
0;0;1;0;1;0
20;7;3;14;2;9
112;1;5;33;1;4
1;1;2;2;2;2
5;17;5;13;9;23
3;4;4;1;7;2
97;78;88;83;111;67
1;21;17;6;49;23
134;248;205;158;271;117
0;0;0;1;1;0
316;190;236;328;335;267
175;113;296;208;217;149
1;1;0;1;0;0
2295;2127;1828;2264;1820;2227
74;70;152;81;131;77
15;25;24;20;62;21
1;1;2;1;2;1
15;102;50;8;75;58
37;0;93;25;6;136
1;1;1;1;1;2
163;108;206;121;207;176
8;9;55;24;47;19
37;10;7;35;53;28
2;0;2;6;6;0
0;22;13;33;2;3
1;1;1;1;1;1
374;275;343;447;363;298
506;824;609;502;570;439
249;202;148;303;130;341
5;13;15;12;8;21
0;1;1;1;1;0
1;1;1;0;1;2
6;5;2;3;2;2
8;4;4;5;6;2
381;191;325;294;156;329
7;19;81;1;40;4
370;238;580;497;333;538
0;3;2;0;1;0
196;177;311;98;64;132
37;63;28;40;27;10
471;332;400;377;525;338
2;1;2;1;3;2
10;1;6;15;5;11
3;3;1;1;1;2
40;93;40;130;96;118
1;1;2;1;8;1
197;217;223;401;174;139
50;62;3;4;48;68
103;45;71;65;76;69
11;25;5;7;6;3
514;639;593;484;329;634
76;55;138;98;115;45
