ID;upload_mb
1612;536503
1613;216981
1614;1793737
1615;1541540
1616;307437
1617;1161
1618;614440
1619;34943
1620;1689238
1621;0
1622;1597
1623;217657
1624;3119987
1625;133
1626;517
1627;16363
1628;437365
1629;1653
1630;2160282
1631;285
1632;2118044
1633;14
1634;3186211
1635;13103
1636;9822
1637;3495399
1638;391809
1639;49836
1640;181617
1641;1007
1642;195
1643;3977211
1644;45242
1645;4493
1646;986143
1647;42
1648;7107841
1649;38562
1650;228451
1651;48201
1652;431637
1653;541493
1654;268088
1655;2248
1656;1358
1657;10093
1658;927197
1659;1674786
1660;1351495
1661;74909
1662;35561
1663;46560
1664;368945
1665;61640
1666;5422
1667;14246
1668;69644945
1669;21993
1670;0
1671;86244
1672;1827
1673;1272
1674;6747314
1675;1644
1676;1514502
1677;38299
1678;16250
1679;394615
1680;32560
1681;1057761
1682;0
1683;2802
1684;1276076
1685;349
1686;1084882
1687;19
1688;1540624
1689;1881085
1690;3306
1691;3928
1692;9132871
1693;1410651
1694;25
1695;25152
1696;3249
1697;1913705
1698;4324401
1699;2016165
1700;4722
1701;375208
1702;29242
1703;47284
1704;274372
1705;6679
1706;21710
1707;238330
1708;62773
1709;14804554
1710;133483
1711;14558
1712;32
1713;105129
1714;1
1715;405622
1716;6880
1717;4932
1718;16266
1719;385516
1720;636646
1721;425016
1722;46450
1723;148435
1724;9421
1725;242592
1726;0
1727;180192
1728;1163616
1729;226393
1730;777515
1731;579884
1732;347037
1733;2522779
1734;293906
1735;30
1736;6021
1737;10099
1738;63
1739;469255
1740;2861125
1741;2
1742;8479903
1743;258446
1744;16545
1745;143
1746;1
1747;750874
1748;38
1749;14578
1750;60204
1751;136974
1752;209188
1753;54148
1754;2275930
1755;517737
1756;70800
1757;64
1758;20906
1759;184324
1760;315142
1761;47
1762;13606
1763;48979
1764;3079
1765;25123
1766;1253586
1767;336251
1768;7
1769;367226
1770;282
1771;2030141
1772;8517
1773;62370
1774;24479641
1775;263027
1776;73262
1777;418627
1778;6839
1779;778232
1780;397302
1781;3910270
1782;4048491
1783;457137
1784;438
1785;233362
1786;4665964
1787;6009
1788;1432295
1789;15593
1790;21492
1791;465372
1792;2561
1793;8558
1794;217907
1795;63
1796;152
1797;349006
1798;10919809
1799;25328725
1800;893
1801;2575
1802;55178
1803;1039203
1804;192984
1805;63611
1806;484296
1807;2337814
1808;1782531
1809;379979
1810;0
1811;96
1812;28
1813;666086
1814;774062
1815;42
1816;69900
1817;24797
1818;424
1819;142600
1820;35
1821;4792
1822;2764
1823;566974
1824;162544
1825;378329
1826;192796
1827;2079730
1828;40517
1829;284739
1830;13950
1831;3228
1832;12823
1833;515
1834;11652
1835;2439
1836;1199701
1837;1299322
1838;73
1839;11718
1840;219978
1841;669382
1842;2870
1843;248
1844;1260730
1845;31
1846;217070
1847;1310128
1848;407703
1849;989858
1850;1
1851;72954
1852;60827
1853;119
1854;746381
1855;35121
1856;736819
1857;66065
1858;9903
1859;1703029
1860;80001
1861;73
1862;4304
1863;4008161
1864;82777
1865;6374227
1866;13372000
1867;469964
1868;2799944
1869;1915563
1870;67
1871;1209369
1872;1592154
1873;66060
1874;410620
1875;442802
1876;411399
1877;46790
1878;1156036
1879;1069440
1880;69720
1881;36172
1882;117815
1883;70306
1884;12624392
1885;405
1886;16604
1887;5546
1888;21068
1889;66425
1890;21948
1891;483401
1892;7907066
1893;0
1894;8
1895;22319
1896;251011
1897;176228
1898;16362644
1899;0
1900;5
1901;781226
1902;5182
1903;2077
1904;1311970
1905;1
1906;3273095
1907;26883
1908;744185
1909;1141543
1910;62520
1911;1905130
1912;511
1913;425528
1914;7525236
1915;8550
1916;28985
1917;6909
1918;2268783
1919;1592107
1920;46871
1921;370388
1922;4389251
1923;0
1924;387
1925;36
1926;2043
1927;780983
1928;11124255
1929;457525
1930;1644522
1931;610206
1932;1050184
1933;49
1934;1696434
1935;867484
1936;2005
1937;154550
1938;16695
1939;1382407
1940;21
1941;12082615
1942;1427612
1943;58124
1944;2667
1945;382334
1946;185277
1947;4638
1948;601696
1949;67
1950;1466
1951;30997
1952;58667
1953;66418
1954;2487
1955;20618
1956;140322
1957;5883410
1958;83136
1959;38
1960;94712
1961;125410
1962;683
1963;5944423
1964;331575
1965;17347
1966;0
1967;53371
1968;257047
1969;8383875
1970;283
1971;115593
1972;438678
1973;698757
1974;128228
1975;0
1976;0
1977;12958
1978;1689680
1979;265710
1980;3236805
1981;35084
1982;54787
1983;367261
1984;386
1985;1022653
1986;106
1987;17922
1988;12490
1989;3275798
1990;17
1991;29
1992;8
1993;425
1994;10202
1995;62425
1996;74983
1997;2355094
1998;7639
1999;1000
2000;37612
2001;523
2002;1533678
2003;6389
2004;5806
2005;1156331
2006;1001692
2007;1012224
2008;453707
2009;683371
2010;14801512
2011;6496
2012;562330
2013;2032
2014;9399
2015;40927
2016;686015
2017;646
2018;403752
2019;4085146
2020;547
2021;9451
2022;7008
2023;44
2024;4662
2025;37774
2026;1289
2027;2037002
2028;14545
2029;178278
2030;2646740
2031;54196
2032;1530
2033;2
2034;638
2035;512102
2036;1773683
2037;23357
2038;566
2039;242205
2040;186134
2041;795527
2042;8989
2043;9823
2044;75996
2045;172178
2046;10756
2047;3831
2048;1236842
2049;394
2050;2812783
2051;170256
2052;55666
2053;661903
2054;3121974
2055;813470
2056;2069
2057;26703
2058;4142
2059;0
2060;6834543
2061;23222532
2062;8568
2063;123332
2064;4787
2065;450
2066;1429
2067;346604
2068;1792
2069;29796
2070;1825087
2071;85565
2072;5322
2073;40
2074;306218
2075;1068538
2076;34702
2077;0
2078;6218
2079;561807
2080;27996
2081;7
2082;344
2083;617
2084;3978
2085;248053
2086;49554
2087;4008886
2088;4447
2089;741
2090;6324
2091;8
2092;3468
2093;13511216
2094;24028
2095;3399033
2096;1153451
2097;569
2098;8970
2099;495129
2100;476570
2101;307246
2102;823466
2103;21237
2104;1
2105;219499
2106;561
2107;38715
2108;45389
2109;3046
2110;17415
2111;538560
2112;10759
2113;3148738
2114;1235744
2115;3382078
2116;843635
2117;150555
2118;2634
2119;14446
2120;2856224
2121;2008705
2122;48551
2123;2303
2124;144459
2125;101
2126;45548
2127;27574
2128;413
2129;1905075
2130;3825036
2131;685152
2132;157193
2133;25799
2134;26
2135;5414
2136;303311
2137;575169
2138;596309
2139;116481
2140;11
2141;437124
2142;5706760
2143;139493
2144;243738
2145;218339
2146;88403
2147;13221
2148;235488
2149;24749613
2150;9687
2151;1184
2152;14637071
2153;661115
2154;4471635
2155;48799
2156;448
2157;34044
2158;495016
2159;93933
2160;248775
2161;3042257
2162;28896
2163;2273505
2164;276171
2165;5373120
2166;246048
2167;128
2168;1018
2169;403
2170;9
2171;2266649
2172;1077315
2173;122999
2174;11010
2175;13498
2176;0
2177;1888425
2178;25597
2179;102680
2180;10002
2181;2460179
2182;154846
2183;25582647
2184;138245
2185;112
2186;11825894
2187;14099
2188;92129
2189;24368
2190;4455739
2191;458199
2192;3783
2193;0
2194;145
2195;11530933
2196;2697169
2197;7
2198;247586
2199;147
2200;1303223
2201;8619383
2202;4538996
2203;8272072
2204;258580
2205;3
2206;16
2207;4409564
2208;1929153
2209;397370
2210;11071
2211;615175
2212;52250
2213;102238
2214;20
2215;3
2216;38215
2217;49373
2218;2466
2219;14402
2220;8342
2221;674409
2222;1
2223;606109
2224;335452
2225;654097
2226;962
2227;175
2228;104165
2229;1440783
2230;1198129
2231;86
2232;122918
2233;525045
2234;1089123
2235;1
2236;48890
2237;202135
2238;1694157
2239;6
2240;277182
2241;650977
2242;203519
2243;277315
2244;5917940
2245;3013530
2246;3580604
2247;19784433
2248;107358
2249;1489577
2250;6253
2251;84652
2252;54
2253;220331
2254;374775
2255;2383858
2256;127
2257;27231
2258;1088936
2259;988
2260;39737
2261;7
2262;99218
2263;1053192
2264;776473
2265;2557938
2266;7785
2267;7368
2268;47207
2269;697324
2270;401184
2271;830579
2272;1489
2273;15920
2274;279
2275;105415
2276;8187
2277;366251
2278;1059521
2279;50
2280;316073
2281;504409
2282;573477
2283;3921
2284;27030
2285;37406
2286;59652
2287;1561119
2288;10802376
2289;4037
2290;0
2291;6228500
2292;185804
2293;15
2294;10103
2295;86
2296;253159
2297;844
2298;2339352
2299;89
2300;475696
2301;289554
2302;1838628
2303;583799
2304;632
2305;1029820
2306;12257
2307;145
2308;33666
2309;4060333
2310;4293
2311;6
2312;86669
2313;168869
2314;4125
2315;855420
2316;130320
2317;1672312
2318;2637078
2319;52696
2320;18
2321;77856
2322;5107
2323;6690075
2324;47532
2325;3564924
2326;333907
2327;80069
2328;1809
2329;5947078
2330;3811321
2331;177545
2332;197345
2333;3969
2334;8682
2335;377856
2336;365840
2337;1407377
2338;12388
2339;122628
2340;1434590
2341;181470
2342;3284293
2343;173273
2344;1305
2345;14079202
2346;24700
2347;0
2348;1093391
2349;1481
2350;10409
2351;15956
2352;15424626
2353;1202651
2354;3258287
2355;1287284
2356;138758
2357;262418
2358;2205
2359;866999
2360;60
2361;1262703
2362;33725
2363;172
2364;639198
2365;111
2366;8
2367;4566
2368;2893123
2369;258102
2370;51041
2371;1806265
2372;1344217
2373;63856
2374;548926
2375;320779
2376;34563
2377;967242
2378;393328
2379;278
2380;91668
2381;413749
2382;400
2383;688346
2384;37217486
2385;53181
2386;6459705
2387;6110791
2388;28037
2389;156658
2390;53
2391;665219
2392;1789
2393;31712
2394;30675
2395;18494253
2396;344696
2397;620387
2398;1730
2399;7015034
2400;39115710
2401;578918
2402;194676
2403;2494369
2404;4617554
2405;491958
2406;2727869
2407;229870
2408;62
2409;451644
2410;0
2411;40014
2412;2881
2413;152657
2414;138
2415;720996
2416;3726205
2417;9674241
2418;303641
2419;5
2420;45
2421;1878215
2422;0
2423;242833
2424;1867401
2425;44562
2426;1692680
2427;12002
2428;74731
2429;615948
2430;24928
2431;451708
2432;35173
2433;747
2434;1583
2435;213746
2436;64787
2437;8230315
2438;2838
2439;29447
2440;15322
2441;7795
2442;541
2443;434847
2444;3986852
2445;23278
2446;287364
2447;121774
2448;19368
2449;3575422
2450;58872
2451;17
2452;46983
2453;178965
2454;541201
2455;2745098
2456;344342
2457;10453
2458;6
2459;187692
2460;549066
2461;6923328
2462;98890
2463;109240
2464;105450
2465;89744
2466;3199
2467;103079
2468;165735
2469;2034
2470;47624
2471;29355
2472;49746
