ID;upload_mb
2473;496452
2474;8370881
2475;34336
2476;123737
2477;8174
2478;995736
2479;692948
2480;1162760
2481;147974
2482;35917
2483;3063
2484;24987
2485;13180
2486;0
2487;1037270
2488;139
2489;42158
2490;786056
2491;40359278
2492;228066
2493;3366188
2494;80728
2495;127
2496;7933
2497;1179859
2498;788863
2499;39543
2500;69
2501;885731
2502;158813
2503;429002
2504;2726256
2505;13107
2506;4783
2507;593274
2508;57964
2509;123419
2510;369
2511;3941546
2512;1827250
2513;1393926
2514;55683
2515;529
2516;173267
2517;215828
2518;6
2519;357406
2520;5034
2521;99069
2522;2902236
2523;390
2524;90407
2525;1423
2526;0
2527;10096
2528;1632
2529;50
2530;10
2531;106814
2532;70796
2533;582663
2534;10760
2535;2887037
2536;560693
2537;3720792
2538;284376
2539;36770
2540;2
2541;3350
2542;254147
2543;7538
2544;6001
2545;12621
2546;462879
2547;317
2548;113628
2549;826094
2550;667738
2551;10712640
2552;9100
2553;31207
2554;100809
2555;876698
2556;126
2557;8328
2558;2849
2559;268783
2560;8
2561;600
2562;299
2563;50737
2564;5744
2565;2927564
2566;18886
2567;51032
2568;954210
2569;105453
2570;672
2571;10086207
2572;271451
2573;1391
2574;26127689
2575;24964
2576;48515
2577;96602
2578;0
2579;292501
2580;553
2581;2495911
2582;165
2583;135
2584;16062
2585;162178
2586;75533
2587;203
2588;109471
2589;9517
2590;149671
2591;109
2592;94302
2593;3317827
2594;2713378
2595;84161
2596;708202
2597;25202
2598;304466
2599;2643457
2600;7466
2601;14144
2602;33146
2603;24316
2604;280
2605;285
2606;902736
2607;9169671
2608;668982
2609;156
2610;14953
2611;246092
2612;11812
2613;74266
2614;13457
2615;1845643
2616;2737
2617;219662
2618;16136
2619;5778
2620;589348
2621;924
2622;956
2623;54490
2624;2418
2625;84189
2626;70
2627;20176
2628;23650
2629;162688
2630;8603
2631;4714
2632;4
2633;42
2634;17584
2635;113803
2636;65917
2637;799
2638;9
2639;221
2640;5222497
2641;35
2642;9779
2643;9745
2644;58
2645;906546
2646;0
2647;1209752
2648;4415
2649;7477609
2650;0
2651;76
2652;701722
2653;24929
2654;73701
2655;169037
2656;151459
2657;1193456
2658;14050
2659;92113
2660;6530
2661;205317
2662;8618413
2663;770776
2664;196
2665;19
2666;1626020
2667;383559
2668;20156
2669;347790
2670;104703
2671;27688
2672;18922
2673;81120
2674;23
2675;510
2676;642
2677;7550
2678;388183
2679;47356
2680;288338
2681;1417420
2682;1548
2683;1260945
2684;1854
2685;8459
2686;27
2687;153108
2688;595077
2689;15461
2690;5275
2691;167210
2692;2342551
2693;5874860
2694;47826
2695;305550
2696;2882
2697;1915
2698;236772
2699;46323
2700;152
2701;378473
2702;38085
2703;35213
2704;202
2705;248824
2706;139086
2707;21
2708;52339
2709;2774718
2710;2653531
2711;6
2712;1016328
2713;15967
2714;56168
2715;39430
2716;549
2717;559943
2718;2062820
2719;56925
2720;1062425
2721;94
2722;689181
2723;14
2724;2
2725;2198541
2726;31288
2727;1429
2728;51188
2729;387336
2730;143
2731;1266637
2732;2157917
2733;58778
2734;18686
2735;105178
2736;797508
2737;62
2738;0
2739;1249
2740;5
2741;267954
2742;1493802
2743;164700
2744;7170
2745;133092
2746;690828
2747;19325
2748;3453
2749;62
2750;541745
2751;31807
2752;6669
2753;6328
2754;143348
2755;46987
2756;15634
2757;51104
2758;42366
2759;103524
2760;58186
2761;479280
2762;250226
2763;31032
2764;39755
2765;597460
2766;930831
2767;111881
2768;1292
2769;24413
2770;2353917
2771;95
2772;1395245
2773;19
2774;1115684
2775;359
2776;863570
2777;1800
2778;13441
2779;99155
2780;475229
2781;5499
2782;2937240
2783;265339
2784;104604
2785;8376472
2786;35819
2787;127752
2788;715195
2789;47636
2790;11319
2791;718186
2792;2370
2793;19038
2794;80
2795;10787
2796;113495
2797;322
2798;224476
2799;395217
2800;1718353
2801;156801
2802;7826451
2803;49437
2804;83776
2805;100137
2806;0
2807;15058
2808;30791
2809;1250
2810;308877
2811;746871
2812;2689046
2813;3184889
2814;6853599
2815;4641700
2816;1044602
2817;95167
2818;193
2819;2713
2820;3343
2821;2149129
2822;142540
2823;186234
2824;995618
2825;115148
2826;1765753
2827;0
2828;0
2829;452581
2830;499242
2831;128710
2832;77295
2833;73641
2834;3313478
2835;1268147
2836;14616695
2837;576795
2838;246
2839;129960
2840;662
2841;4717
2842;99747
2843;677404
2844;295510
2845;5828
2846;820247
2847;2651120
2848;89446
2849;0
2850;147175
2851;1
2852;937
2853;933966
2854;81462
2855;203
2856;1045
2857;12394
2858;5485
2859;128700
2860;16165039
2861;37
2862;24086
2863;70
2864;55808
2865;8576
2866;1413824
2867;274066
2868;492248
2869;115645
2870;7383
2871;1339114
2872;2059110
2873;7837624
2874;67162
2875;892355
2876;2154
2877;853360
2878;57
2879;103193
2880;2139967
2881;4
2882;492
2883;6463893
2884;514183
2885;34199
2886;147661
2887;1435164
2888;52192
2889;76032
2890;1021
2891;126482
2892;1996
2893;100554
2894;221752
2895;6797
2896;8680227
2897;0
2898;3122547
2899;437699
2900;23722
2901;104367
2902;935340
2903;2529760
2904;240161
2905;174750
2906;10726
2907;314685
2908;13246
2909;8506
2910;4344022
2911;15057417
2912;832568
2913;37657
2914;15178
2915;6629635
2916;176425
2917;1804269
2918;228321
2919;92825
2920;984703
2921;155744
2922;8370898
2923;8499
2924;285258
2925;164738
2926;312775
2927;119
2928;2145813
2929;330
2930;931450
2931;43712
2932;14992
2933;2051738
2934;1696625
2935;4
2936;156
2937;413745
2938;149393
2939;9600
2940;7823134
2941;47482
2942;31141
2943;2146
2944;266
2945;8975
2946;2433315
2947;20568
2948;659450
2949;692907
2950;695552
2951;25905
2952;236
2953;5
2954;4547194
2955;0
2956;2461
2957;1120856
2958;21634
2959;7283646
2960;82
2961;276
2962;1456132
2963;11704
2964;1
2965;819497
2966;3702206
2967;116690
2968;167439
2969;259
2970;13
2971;10810
2972;601060
2973;0
2974;10863745
2975;167795
2976;67499
2977;9
2978;23507
2979;416118
2980;159418
2981;2
2982;393220
2983;4662033
2984;3016932
2985;33449
2986;1427257
2987;120420
2988;5377
2989;70115
2990;213142
2991;56
2992;25789
2993;337121
2994;29809
2995;559
2996;30814110
2997;1
2998;3678721
2999;521
3000;2254
3001;51076
3002;389728
3003;8395678
3004;33242
3005;249832
3006;385939
3007;2166
3008;76675
3009;28
3010;56803
3011;40371
3012;3719439
3013;368120
3014;45746
3015;52497
3016;655807
3017;57
3018;67238
3019;1398568
3020;2495
3021;1535
3022;995030
3023;110722
3024;4284894
3025;95
3026;5612096
3027;159
3028;43859
3029;7390
3030;41505
3031;1403429
3032;140663
3033;2831848
3034;5089843
3035;3375
3036;113839
3037;3
3038;798043
3039;1320054
3040;2973
3041;290690
3042;1893
3043;4
3044;17198
3045;60192
3046;306416
3047;54264
3048;104258
3049;67
3050;106297
3051;195182
3052;39353
3053;12
3054;1261539
3055;2548
3056;531958
3057;121
3058;0
3059;1
3060;207
3061;2227
3062;2431
3063;2175572
3064;1201
3065;483
3066;3023344
3067;3385654
3068;111533
3069;2197
3070;1076
3071;36964
3072;4
3073;766159
3074;5954
3075;28840
3076;820672
3077;63133
3078;224
3079;123469
3080;1104048
3081;41804
3082;15346437
3083;6060117
3084;914258
3085;112491
3086;166046
3087;33029
3088;1952
3089;22227
3090;971
3091;62399
3092;6569937
3093;60164
3094;5315827
3095;1264
3096;1627224
3097;73064
3098;289069
3099;124123
3100;4690
3101;32
3102;1973890
3103;39828
3104;48416
3105;56839
3106;3302
3107;104120
3108;103442
3109;85219
3110;20752
3111;1264690
3112;29421
3113;653978
3114;13208
3115;185346
3116;235129
3117;472
3118;42675
3119;245009
3120;8788
3121;6394
3122;3477720
3123;28598929
3124;84625
3125;949381
3126;26973
3127;526192
3128;4140
3129;5041812
3130;219
3131;556107
3132;2040
3133;200
3134;24008
3135;64534
3136;7734
3137;2164
3138;748
3139;377102
3140;544063
3141;5727161
3142;3484
3143;736394
3144;122798
3145;1030028
3146;490473
3147;4623457
3148;15795973
3149;3917
3150;81565
3151;974355
3152;563880
3153;14240053
3154;1015496
3155;3
3156;158651
3157;361247
3158;3605131
3159;1342793
3160;35889
3161;63181
3162;60377
3163;284
3164;12075
3165;437365
3166;2855498
3167;0
3168;405130
3169;455
3170;3540444
3171;2775937
3172;100050
3173;36448
3174;2075471
3175;4
3176;953
3177;61
3178;17620
3179;618
3180;1198534
3181;931702
3182;2333878
3183;1129430
3184;380105
3185;1192662
3186;79747
3187;4
3188;34426
3189;1906526
3190;2190211
3191;15532137
3192;340
3193;17
3194;5095
3195;3578815
3196;9436501
3197;1042368
3198;91812
3199;1057877
3200;511
3201;71
3202;11098280
3203;1566728
3204;60374
3205;181668
3206;144
3207;581
3208;1174
3209;235253
3210;738719
3211;13343
3212;102681
3213;3927
3214;2135599
3215;159280
3216;1236199
3217;0
3218;201925
3219;2181478
3220;218206
3221;28896
3222;63159
3223;4
3224;124
3225;852315
3226;298374
3227;245045
3228;1002484
3229;2627694
3230;32016
3231;8888
3232;8233
3233;0
3234;46928
3235;1084
3236;89794
3237;0
3238;1423592
3239;581149
3240;20300
3241;904916
3242;352217
3243;84570
3244;32542
3245;137795
3246;627924
3247;27463
3248;2832779
3249;96361
3250;890
3251;474377
3252;176
3253;1404461
3254;3991
3255;460608
3256;397385
3257;271266
3258;3988400
3259;22390
3260;500825
3261;405
3262;0
3263;156
3264;0
3265;53
3266;3757470
3267;41822
3268;409210
3269;107509
3270;14393
3271;1331773
3272;709322
3273;408
3274;53
3275;74493
3276;35
3277;15994
3278;385
3279;4391291
3280;15917
3281;3534634
3282;746078
3283;5466191
3284;6137
3285;8120
3286;50635
3287;213
3288;13345728
3289;0
3290;162216
3291;18644
3292;1367415
3293;75059
3294;4557
3295;4492
3296;269172
3297;89
3298;1920339
3299;581226
3300;1377730
3301;8824
3302;400471
3303;16943392
3304;134926
3305;7166
3306;3979368
3307;2595606
3308;27994
3309;6417
3310;5783576
3311;169320
3312;461
3313;4
3314;105
3315;0
3316;111618
3317;78403
3318;15057
3319;961584
3320;548
3321;678627
3322;146526
3323;2
3324;427
3325;126482
3326;6297043
3327;249459
3328;6409
3329;579598
3330;558
3331;436
3332;820
3333;51463
3334;89
3335;2246
3336;993
3337;1065288
3338;20173
3339;4229277
3340;173
3341;171788
3342;5095
3343;103911
3344;251700
3345;8534
3346;9494394
3347;280747
3348;1249388
3349;6971
3350;10518098
3351;4537412
3352;277131
3353;3413906
3354;2154266
3355;5326
3356;259803
3357;43422
3358;51728
3359;6177044
3360;100038
3361;14456
3362;138752
3363;126892
3364;720
3365;42558
3366;1475627
3367;4293
3368;686
3369;14078
3370;4635
3371;1334219
3372;776772
3373;712620
3374;672426
3375;11277
3376;13152
3377;50147
3378;3217635
3379;1214
3380;322896
3381;97
3382;3387
3383;535833
3384;31476
3385;20968
3386;261380
3387;199151
3388;142607
3389;1
3390;5
3391;10750050
3392;27198770
3393;1207
3394;8
3395;1358
3396;463920
3397;671440
3398;25
3399;1
3400;8003
3401;268704
3402;18880
3403;1072766
3404;50873
3405;38669
3406;931
3407;631050
3408;6899
3409;5763903
3410;49526941
3411;341006
3412;55486
3413;16260388
3414;54151
3415;23862
3416;11045558
3417;4350
3418;925757
3419;149109
3420;132728
3421;246925
3422;699485
3423;61215
3424;5988767
3425;2313140
3426;5772
3427;193
3428;2434
3429;5566
3430;11292
3431;52722
3432;7118222
3433;2219693
3434;858196
3435;1031343
3436;157112
3437;2073497
3438;1218844
3439;721815
3440;10023
3441;87
3442;263
3443;2237175
3444;11
3445;1
3446;3683
3447;12
3448;709020
3449;236814
3450;41258
3451;2161270
3452;1249
3453;26900
3454;84132
3455;51
3456;13658
3457;8567
3458;11926827
3459;436078
3460;58306
3461;1041
3462;134078
3463;340
3464;137521
3465;1057
3466;146778
3467;101311
3468;7584
3469;4934928
3470;5747
3471;251643
3472;7948671
3473;425966
3474;11183
3475;829615
3476;309597
3477;8320
3478;296088
3479;0
3480;24494
3481;37013
3482;14037669
3483;342943
3484;0
3485;66573
3486;21
3487;317
3488;5789729
3489;171
3490;92991
3491;34111
3492;904821
3493;173785
3494;65241
3495;400522
3496;844042
3497;382406
3498;18244420
3499;11750638
3500;0
3501;1838825
3502;2642045
3503;42236
3504;223931
3505;14448
3506;7362024
3507;25316265
3508;3358768
3509;502
3510;2684
3511;0
3512;87
3513;498789
3514;1621615
3515;32072
3516;1619935
3517;900
3518;1529900
3519;442
3520;0
3521;419216
3522;879
3523;30
3524;8
3525;741387
3526;3907013
3527;1443588
3528;169587
3529;852157
3530;1421
3531;9120
3532;21026
3533;14574
3534;1245502
3535;30358
3536;2504
3537;439733
3538;1
3539;7216
3540;8165
3541;775251
3542;25006
3543;37395
3544;169
3545;32591
3546;12179486
3547;3030
3548;6967082
3549;285951
3550;7597
3551;39828
3552;9493
3553;993430
3554;2952
3555;28001
3556;300
3557;212
3558;145677
3559;25384
3560;14006
3561;226873
3562;3154
3563;3785
3564;6719
3565;4876636
3566;24
3567;1953428
3568;1
3569;113458
3570;10232273
3571;1625359
3572;807852
3573;2611
3574;20350
3575;4256
3576;293022
3577;379031
3578;914418
3579;4852641
3580;51365
3581;5956
3582;492
3583;212842
3584;10178
3585;15546
3586;466995
3587;0
3588;14
3589;354958
3590;5612378
3591;19
3592;856
3593;3606
3594;1
3595;8522
3596;1745413
3597;482
3598;9851
3599;1187
3600;2
3601;43004
3602;3371478
3603;225173
3604;2281509
3605;3515
3606;734
3607;93127
3608;27526
3609;1244782
3610;30
3611;258837
3612;49785
3613;0
3614;494722
3615;18196
3616;1724862
3617;183220
3618;197262
3619;2200
3620;5272
3621;222779
3622;21333
3623;493
3624;13097
3625;2075248
3626;68108
3627;276437
3628;153950
3629;22327
3630;498
3631;1302498
3632;132041
3633;5250139
3634;4300
3635;6784433
3636;1434
3637;44247
3638;435674
3639;0
3640;51336
3641;40
3642;286028
3643;1891
3644;3178
3645;139104
3646;183870
3647;29049
3648;7
3649;40
3650;406365
3651;3852745
3652;630581
3653;19704
3654;236831
3655;7420
3656;52428
3657;628178
3658;73
3659;23
3660;226353
3661;43885
3662;788053
3663;255712
3664;394
3665;23871
3666;1149448
3667;2179
3668;44719
3669;275379
3670;2411643
3671;43506
3672;302
3673;4483998
3674;1437225
3675;374480
3676;2
3677;9154
3678;28324
3679;13077
3680;21001
3681;829838
3682;554355
3683;281996
3684;1866
3685;29020
3686;153733
3687;709644
3688;82251
3689;1170637
3690;823896
3691;62
3692;37004
3693;82351
3694;54679
3695;27575
3696;269444
3697;0
3698;2795
3699;1620
3700;166361
3701;25
3702;26923
3703;45719810
3704;880195
3705;1513
3706;5740
3707;15607
3708;169
3709;40089
3710;96484
3711;343409
3712;3970100
3713;1181184
3714;215949
3715;221551
3716;4503493
3717;8463
3718;114514
3719;24610
3720;28
3721;25862
3722;2462
3723;272
3724;581437
3725;32015
3726;634462
3727;91126
3728;1042622
3729;25566
3730;20382
3731;1429755
3732;10202
3733;59552
3734;16735
3735;108631
3736;1439670
3737;11199
3738;78450
3739;20180618
3740;3237848
3741;2783
3742;2597
3743;37064
3744;174
3745;7606
3746;4610664
3747;1375678
3748;21975156
3749;309739
3750;2292365
3751;670916
3752;22279
3753;226300
3754;27847
3755;29901
3756;98454
3757;5400581
3758;141078
3759;39235
3760;307
3761;4712954
3762;241955
3763;0
3764;4047367
3765;9531
3766;134
3767;118598
3768;1664167
3769;2017
3770;50589
3771;152690
3772;606201
3773;232974
3774;18494822
3775;0
3776;102210
3777;3707
3778;12618
3779;52960
3780;33173
3781;87206
3782;175468
3783;197
3784;37756
3785;73365
3786;2095300
3787;218942
3788;15848
3789;8
3790;2035559
3791;1
3792;124054
3793;1365238
3794;82631
3795;5730233
3796;3
3797;3907
3798;425738
3799;45666
3800;57
3801;124
3802;1837547
3803;70090
3804;44181
3805;118985
3806;660214
3807;187122
3808;1066342
3809;730
3810;2895035
3811;33622
3812;5446
3813;1068914
3814;1133547
3815;33076
3816;410836
3817;8663777
3818;1044200
3819;73816
3820;427
3821;18466
3822;242999
3823;269
3824;1514355
3825;649818
3826;12
3827;32724
3828;4
3829;236737
3830;0
3831;334670
3832;197
3833;359428
3834;7467099
3835;305684
3836;10373
3837;169367
3838;130994
3839;6450
3840;849601
3841;8584
3842;160048
3843;6477472
3844;5370
3845;29920
3846;244428
3847;3834
3848;4549
3849;29636
3850;19498
3851;28
3852;1693237
3853;4807
3854;690350
3855;914
3856;269126
3857;2970
3858;11208902
3859;888
3860;2929223
3861;46946
3862;1405243
3863;6967
3864;183
3865;344706
3866;1064
3867;1146
3868;200609
3869;1407423
3870;675848
3871;144095
3872;14631684
3873;254004
3874;58277
3875;1423
3876;144076
3877;6116
3878;2
3879;169991
3880;0
3881;1089
3882;2726786
3883;85446
3884;3592186
3885;237876
3886;14824020
3887;58245004
3888;1710192
3889;48
3890;5410
3891;21916
3892;49122
3893;1224938
3894;417687
3895;148946
3896;957974
3897;739
3898;1120162
3899;136694
3900;134116
3901;12667
3902;40257
3903;90781
3904;766472
3905;10410437
3906;229053
3907;234651
3908;115973
3909;5912
3910;0
3911;551476
3912;10654197
3913;112753
3914;1028
3915;0
3916;640313
3917;2329276
3918;211130
3919;175
3920;63197
3921;6954
3922;1771
3923;555233
3924;94170
3925;11
3926;12755
3927;10
3928;121450
3929;460049
3930;406
3931;686398
3932;1
3933;60112
3934;2693
3935;2595214
3936;624969
3937;477653
3938;32178
3939;44419
3940;50998
3941;27
3942;1109944
3943;2466
3944;59772
3945;88498
3946;625246
3947;6725
3948;6940
3949;1275
3950;78359
3951;281013
3952;147942
3953;323682
3954;366767
3955;5264270
3956;2730
3957;63
3958;5811095
3959;35310
3960;2275
3961;33797
3962;134481
3963;746
3964;14848
3965;141567
3966;111926
3967;2505
3968;0
3969;2534174
3970;270620
3971;936788
3972;1104864
3973;3296824
3974;87123
3975;42062
3976;264652
3977;1378235
3978;2766125
3979;1164375
3980;511093
3981;116124
3982;2500468
3983;4789
3984;439491
3985;487
3986;543786
3987;1763
3988;699228
3989;544674
3990;20
3991;60227
3992;3508712
3993;45220
3994;246617
3995;193036
3996;216585
3997;15001
3998;204202
3999;37714
4000;43788
4001;425979
4002;38
4003;7990
4004;190166
4005;5352
4006;1251
4007;4789
4008;1876953
4009;83839
4010;735102
4011;76264
4012;108141
4013;217586
4014;3505596
4015;35444
4016;5485753
4017;3920142
4018;13393
4019;13694
4020;402405
4021;162
4022;931490
4023;87582
4024;416330
4025;15142723
4026;113400
4027;2945982
4028;439839
4029;0
4030;11547
4031;157252
4032;47311
4033;3324960
4034;1467892
4035;289909
4036;142892
4037;513204
4038;18907
4039;33437
4040;9712
4041;731855
4042;316355
4043;999550
4044;0
4045;0
4046;5081432
4047;9
4048;7085
4049;4625884
4050;7768
4051;5482228
4052;21586
4053;778684
4054;334142
4055;1815465
4056;3395078
4057;273635
4058;1086091
4059;909976
4060;806420
4061;97382
4062;15051
4063;1581102
4064;26942
4065;835693
4066;28144
4067;827
4068;363429
4069;370738
4070;2269333
4071;16621
4072;2087
4073;85
4074;76199
4075;3075
4076;19
4077;19016
4078;169976
4079;1129823
4080;99587
4081;1246740
4082;18788
4083;11666
4084;9928202
4085;28807379
4086;50839
4087;44
4088;16906
4089;1305
4090;23831095
4091;2
4092;332
4093;3258
4094;363
4095;1666402
4096;0
4097;150
4098;851
4099;398161
4100;2028
4101;2105582
4102;29842
4103;72722
4104;1885330
4105;94
4106;19
4107;1637621
4108;58397156
4109;106876
4110;20314
4111;11361454
4112;3312
4113;141606
4114;111300
4115;0
4116;1001098
4117;1402430
4118;2017
4119;45119
4120;228722
4121;1446544
4122;1035
4123;119129
4124;8359215
4125;7
4126;38933
4127;83879
4128;849346
4129;2761063
4130;198
4131;64442
4132;325834
4133;42642
4134;503617
4135;10646
4136;2843052
4137;17323518
4138;1807151
4139;126079
4140;5392410
4141;265
4142;51260
4143;996152
4144;1074
4145;3950735
4146;7134
4147;6
4148;30
4149;3033965
4150;2897217
4151;265956
4152;635000
4153;2644540
4154;9535270
4155;0
4156;51839236
4157;8142
4158;665904
4159;9452
4160;7189
4161;42679
4162;206251
4163;81769
4164;46008
4165;31775
4166;1662
4167;212472
4168;9458
4169;497662
4170;109163
4171;5971
4172;222512
4173;46
4174;446915
4175;55173
4176;2116
4177;84449
4178;208348
4179;14889
4180;284
4181;3492631
4182;2737640
4183;1324860
4184;513
4185;1750614
4186;595429
4187;16698
4188;7
4189;918527
4190;1180
4191;756
4192;29719
4193;7880927
4194;1935
4195;78531
4196;1214149
4197;281414
4198;165363
4199;16316
4200;27946162
4201;79317
4202;338481
4203;48
4204;0
4205;2
4206;213480
4207;245960
4208;21651950
4209;2721977
4210;115995
4211;5792
4212;0
4213;216
4214;65923
4215;620
4216;146441
4217;68400
4218;797805
4219;8062858
4220;7733
4221;32
4222;264923
4223;2260388
4224;16662
4225;387151
4226;792826
4227;1435
4228;382162
4229;24336
4230;746
4231;922924
4232;109723
4233;77214
4234;5622872
4235;0
4236;175077
4237;2554541
4238;236610
4239;12387414
4240;198533
4241;1830
4242;4
4243;19697
4244;1
4245;44082
4246;11991
4247;0
4248;36538
4249;2671204
4250;11722753
4251;24
4252;0
4253;141967
4254;8836
4255;5496831
4256;29764
4257;346264
4258;3043676
4259;2061473
4260;1540
4261;4226003
4262;140779
4263;655375
4264;3457358
4265;15900
4266;4981209
4267;26862
4268;1057
4269;85
4270;361912
4271;2825
4272;2341294
4273;37
4274;64
4275;137152
4276;14858
4277;619968
4278;193459
4279;1290
4280;113630
4281;54
4282;191269
4283;8370
4284;797
4285;4572
4286;57019
4287;245562
4288;54622
4289;667406
4290;13626
4291;3123
4292;1165345
4293;41680
4294;361941
4295;86789
4296;592176
4297;571615
4298;28029
4299;2200
4300;276067
4301;996068
4302;2040583
4303;94340
4304;2020421
4305;614963
4306;2432480
4307;596045
4308;1495602
4309;37364
4310;26715466
4311;0
4312;2226919
4313;440329
4314;258057
4315;93
4316;141997
4317;1089251
4318;399272
4319;704128
4320;404728
4321;2774767
4322;1102
4323;17382956
4324;825916
4325;132
4326;3657937
4327;0
4328;180404
4329;478419
4330;11915
4331;36779
4332;128713
4333;753
4334;1296037
4335;375157
4336;33
4337;67
4338;3025981
4339;59577
4340;1409387
4341;80
4342;650951
4343;20556
4344;404729
4345;6830
4346;4460
4347;14068955
4348;594
4349;471676
4350;3057632
4351;93322
4352;1545682
4353;436599
4354;2084693
4355;6579
4356;9481
4357;6203332
4358;46598
4359;174410
4360;111106
4361;12405
4362;436
4363;248193
4364;30311
4365;113
4366;5709379
4367;452228
4368;26133117
4369;110223
4370;163
4371;14
4372;1544265
4373;169
4374;303986
4375;1440824
4376;2845017
4377;933134
4378;1080
4379;1137038
4380;5637203
4381;2
4382;145364
4383;3386636
4384;123
4385;75498
4386;13591158
4387;46911
4388;2623593
4389;2462
4390;677696
4391;13972
4392;1613183
4393;4368
4394;1059
4395;720
4396;1120766
4397;1299836
4398;412951
4399;122
4400;456239
4401;84669
4402;175611
4403;119029
4404;33747
4405;550
4406;10781
4407;1140393
4408;4576035
4409;1728743
4410;292
4411;30
4412;1487299
4413;1300051
4414;943242
4415;14088
4416;32092
4417;43483
4418;232957
4419;1211092
4420;55994
4421;4719
4422;1938532
4423;2
4424;285550
4425;856703
4426;6
4427;84689
4428;2454788
4429;15498
4430;89699
4431;15
4432;2630634
4433;600
4434;1221
4435;650147
4436;1462
4437;0
4438;234
4439;8210
4440;16246
4441;1477
4442;2058
4443;19711
4444;156
4445;20551
4446;19432
4447;128958
4448;299934
4449;736446
4450;5120221
4451;17
4452;69341
4453;10625
4454;24470
4455;97
4456;108774
4457;10603
4458;9010
4459;1978303
4460;446818
4461;81
4462;3635074
4463;6864
4464;34854377
4465;41
4466;51694
4467;4407335
4468;30097
4469;89058
4470;4836041
4471;2449495
4472;24572
4473;342180
4474;87330
4475;3188036
4476;80731
4477;9
4478;7369
4479;68107
4480;8955171
4481;1715186
4482;3066
4483;87694
4484;10330
4485;14938
4486;40680
4487;38593
4488;1075718
4489;31286
4490;24907
4491;14
4492;139704
4493;30
4494;1383628
4495;1238958
4496;499444
4497;39413
4498;13668
4499;38948
4500;779
4501;9764
4502;22090575
4503;2572065
4504;318335
4505;1018589
4506;2051804
4507;179257
4508;2268
4509;2117772
4510;128046
4511;926985
4512;2348
4513;3476
4514;21531
4515;492361
4516;1385711
4517;381474
4518;758049
4519;1361
4520;9068
4521;16
4522;35553
4523;1473027
4524;12002187
4525;158057
4526;14825618
4527;46
4528;10023093
4529;1442103
4530;1964666
4531;206107
4532;3672
4533;351536
4534;8871
4535;4577295
4536;4065
4537;102388
4538;38357
4539;30710
4540;457928
4541;25
4542;292532
4543;730464
4544;1
4545;3590
4546;5804506
4547;79
4548;11924253
4549;5014
4550;12480
4551;581775
4552;61001
4553;37
4554;322988
4555;452390
4556;1
4557;114
4558;19679
4559;8444108
4560;4050
4561;1018444
4562;235397
4563;369678
4564;1381837
4565;1398
4566;27148
4567;411991
4568;1449728
4569;979
4570;638392
4571;27572
4572;0
4573;492
4574;258484
4575;2775994
4576;1193736
4577;875656
4578;964
4579;43997
4580;366464
4581;57009
4582;1269090
4583;11762
4584;3428106
4585;1788326
4586;1199
4587;920909
4588;393960
4589;3574000
4590;3142
4591;17186
4592;8832
4593;604805
4594;1174820
4595;135878
4596;2
4597;69899
4598;1
4599;346956
4600;5727182
4601;3609717
4602;1027710
4603;1847929
4604;7
4605;1075356
4606;491378
4607;2712280
4608;18189
4609;3066
4610;55
4611;3629537
4612;44
4613;1451877
4614;34914
4615;76078
4616;3068164
4617;4089947
4618;11107
4619;119739
4620;6240
4621;6932
4622;3122138
4623;1240
4624;27102
4625;8391
4626;4027685
4627;42490
4628;9977413
4629;175444
4630;4373
4631;492702
4632;0
4633;126404
4634;927635
4635;16548108
4636;1186885
4637;10
4638;732221
4639;3442076
4640;33796
4641;43074
4642;7445503
4643;420616
4644;248
4645;3056647
4646;48248
4647;101576
4648;41
4649;10661
4650;141997
4651;6421762
4652;499850
4653;75
4654;10110
4655;3525867
4656;29668
4657;2150857
4658;13744
4659;30548
4660;24696
4661;2258105
4662;185303
4663;37940
4664;437599
4665;764370
4666;866
4667;7994
4668;23121
4669;12690030
4670;4293444
4671;26995
4672;1117859
4673;11539787
4674;90503
4675;4545512
4676;76
4677;6565831
4678;10239654
4679;1160746
4680;52090
4681;141786
4682;2024
4683;2779
4684;25682
4685;666111
4686;109975
4687;939376
4688;4613
4689;1102817
4690;23087
4691;1335959
4692;57226
4693;6629052
4694;5986858
4695;1476
4696;9309914
4697;342364
4698;7298
4699;1127561
4700;494137
4701;906
4702;133
4703;0
4704;741619
4705;192987
4706;1272940
4707;13594
4708;99
4709;57524
4710;21997
4711;0
4712;2
4713;428891
4714;2086097
4715;241079
4716;163646
4717;36
4718;989
4719;3368
4720;1961493
4721;366775
4722;1112647
4723;209
4724;30849
4725;2171719
4726;60783
4727;2
4728;43
4729;7339234
4730;20173
4731;9154
4732;70296
4733;1260967
4734;1099648
4735;21435
4736;191394
4737;0
4738;57231
4739;12679
4740;6880
4741;36728
4742;6217857
4743;2406111
4744;117630
4745;2384
4746;115131
4747;988
4748;277629
4749;191466
4750;244701
4751;479551
4752;0
4753;0
4754;36
4755;10993
4756;2
4757;5909977
4758;167346
4759;28911
4760;338842
4761;62
4762;554272
4763;360852
4764;139387
4765;951
4766;399
4767;6341266
4768;2669
4769;419016
4770;9934
4771;1890
4772;21110
4773;1838
4774;119394
4775;502050
4776;1116068
4777;2
4778;251705
4779;17011
4780;39489
4781;436167
4782;6467
4783;760
4784;20928
4785;347
4786;2045876
4787;2
4788;1
4789;28058
4790;132838
